Origin,Origin City,Origin Country,Origin IATA,Destination,Flight Distance (km),Flight Time (min),Airlines
KMG,Kunming,China,KMG,YLX,790,120,Sichuan Airlines
KMG,Kunming,China,KMG,CMB,3153,325,China Eastern Airlines
KMG,Kunming,China,KMG,CXR,1593,140,Ruili Airlines
KMG,Kunming,China,KMG,SYM,324,65,China Eastern Airlines
KMG,Kunming,China,KMG,CGK,3478,300,Batik Air
KMG,Kunming,China,KMG,KRL,2398,300,China Southern Airlines
KMG,Kunming,China,KMG,NRT,3761,290,China Eastern Airlines
KMG,Kunming,China,KMG,LYG,1860,180,"Sichuan Airlines, China Eastern Airlines"
KMG,Kunming,China,KMG,PEN,2210,210,Batik Air Malaysia
KMG,Kunming,China,KMG,BKI,2542,235,AirAsia
KMI,Miyazaki,Japan,KMI,HND,873,95,"JAL, ANA"
KMI,Miyazaki,Japan,KMI,FUK,211,50,"JAL, ANA"
KMI,Miyazaki,Japan,KMI,ITM,493,65,"JAL, ANA"
KMI,Miyazaki,Japan,KMI,NGO,598,75,ANA
KMI,Miyazaki,Japan,KMI,KIX,454,65,Peach Aviation
KMI,Miyazaki,Japan,KMI,NRT,933,105,Jetstar Japan
KMI,Miyazaki,Japan,KMI,OKA,728,95,ANA
KMI,Miyazaki,Japan,KMI,ICN,770,100,Asiana Airlines
KMJ,Kumamoto,Japan,KMJ,HND,875,95,"JAL, ANA"
KMJ,Kumamoto,Japan,KMJ,ITM,476,65,"JAL, Amakusa Airlines, ANA"
KMJ,Kumamoto,Japan,KMJ,NKM,620,80,Fuji Dream Airlines
KMJ,Kumamoto,Japan,KMJ,NGO,594,70,ANA
KMJ,Kumamoto,Japan,KMJ,NRT,935,100,Jetstar Japan
KMJ,Kumamoto,Japan,KMJ,TPE,1271,145,"Starlux Airlines, China Airlines"
KMJ,Kumamoto,Japan,KMJ,AXJ,76,25,"Amakusa Airlines, ANA"
KMJ,Kumamoto,Japan,KMJ,ICN,651,95,"T´Way Air, Asiana Airlines"
KMJ,Kumamoto,Japan,KMJ,OKA,797,95,ANA
KMJ,Kumamoto,Japan,KMJ,FSZ,712,85,Fuji Dream Airlines
KMJ,Kumamoto,Japan,KMJ,HKG,2032,233,Hong Kong Airlines
KMQ,Komatsu,Japan,KMQ,HND,317,70,"JAL, ANA"
KMQ,Komatsu,Japan,KMQ,FUK,628,95,ANA
KMQ,Komatsu,Japan,KMQ,TPE,1916,225,"EVA Air, Tigerair Taiwan"
KMQ,Komatsu,Japan,KMQ,CTS,840,95,ANA
KMQ,Komatsu,Japan,KMQ,OKA,1403,160,Japan Transocean Air
KMQ,Komatsu,Japan,KMQ,ICN,895,110,Korean Air
KMQ,Komatsu,Japan,KMQ,PVG,1471,183,China Eastern Airlines
KMV,Kalemyo,Myanmar,KMV,RGN,728,120,"Myanmar National Airlines, Air KBZ"
KMV,Kalemyo,Myanmar,KMV,MDL,257,50,Air KBZ
KNG,Kaimana,Indonesia,KNG,SOQ,409,75,Wings Air
KNG,Kaimana,Indonesia,KNG,MKW,306,60,Wings Air
KNH,Kinmen,Taiwan,KNH,TSA,329,70,"Mandarin Airlines, UNI Air"
KNH,Kinmen,Taiwan,KNH,RMQ,227,60,"Mandarin Airlines, UNI Air"
KNH,Kinmen,Taiwan,KNH,KHH,288,60,"UNI Air, Mandarin Airlines"
KNH,Kinmen,Taiwan,KNH,TNN,250,55,UNI Air
KNH,Kinmen,Taiwan,KNH,CYI,233,55,UNI Air
KNH,Kinmen,Taiwan,KNH,MZG,160,45,UNI Air
KNO,Kuala Namu,Indonesia,KNO,CGK,1383,145,"Garuda Indonesia, Lion Air, Citilink"
KNO,Kuala Namu,Indonesia,KNO,KUL,330,70,"AirAsia, Batik Air, Malaysia Airlines, Batik Air Malaysia, Indonesia AirAsia"
KNO,Kuala Namu,Indonesia,KNO,PEN,239,50,"AirAsia, Lion Air, Indonesia AirAsia, Citilink"
KNO,Kuala Namu,Indonesia,KNO,BTH,645,85,"Lion Air, Citilink"
KNO,Kuala Namu,Indonesia,KNO,GNS,305,60,"Wings Air, Citilink"
KNO,Kuala Namu,Indonesia,KNO,HLP,1411,140,"Batik Air, Citilink"
KNO,Kuala Namu,Indonesia,KNO,SIN,621,90,"Jetstar Asia, Singapore Airlines, Batik Air"
KNO,Kuala Namu,Indonesia,KNO,PKU,452,85,Citilink
KNO,Kuala Namu,Indonesia,KNO,BTJ,436,65,Citilink
KNO,Kuala Namu,Indonesia,KNO,DMK,1152,125,Indonesia AirAsia
KNO,Kuala Namu,Indonesia,KNO,KJT,1535,150,
KNO,Kuala Namu,Indonesia,KNO,FLZ,229,55,Wings Air
KNO,Kuala Namu,Indonesia,KNO,PDG,513,75,
KNO,Kuala Namu,Indonesia,KNO,PLM,970,100,
KNO,Kuala Namu,Indonesia,KNO,YIA,1780,165,Lion Air
KNO,Kuala Namu,Indonesia,KNO,DJB,787,90,
KNO,Kuala Namu,Indonesia,KNO,LSW,277,65,Wings Air
KNO,Kuala Namu,Indonesia,KNO,TKG,1205,120,
KNO,Kuala Namu,Indonesia,KNO,SUB,1967,190,
KNO,Kuala Namu,Indonesia,KNO,JED,6743,505,Saudia
KNO,Kuala Namu,Indonesia,KNO,MED,6738,505,Saudia
KNO,Kuala Namu,Indonesia,KNO,MEQ,312,60,Wings Air
KNO,Kuala Namu,Indonesia,KNO,SRG,1735,170,
KNU,Kanpur,India,KNU,DEL,404,65,IndiGo
KNU,Kanpur,India,KNU,BOM,1120,130,IndiGo
KNU,Kanpur,India,KNU,BLR,1488,143,IndiGo
KNU,Kanpur,India,KNU,HYD,1035,100,IndiGo
KOE,Kupang,Indonesia,KOE,SUB,1235,120,"Garuda Indonesia, Lion Air"
KOE,Kupang,Indonesia,KOE,LKA,221,50,Wings Air
KOE,Kupang,Indonesia,KOE,DPS,946,115,Lion Air
KOE,Kupang,Indonesia,KOE,CGK,1926,170,"Garuda Indonesia, Batik Air, Citilink"
KOE,Kupang,Indonesia,KOE,ENE,263,55,Wings Air
KOE,Kupang,Indonesia,KOE,TMC,492,60,"Nam Air, Wings Air"
KOE,Kupang,Indonesia,KOE,BJW,329,65,Wings Air
KOE,Kupang,Indonesia,KOE,WGP,373,55,"Nam Air, Wings Air"
KOE,Kupang,Indonesia,KOE,ARD,247,55,Wings Air
KOE,Kupang,Indonesia,KOE,MOF,230,55,"Nam Air, Wings Air"
KOE,Kupang,Indonesia,KOE,ABU,182,45,Wings Air
KOE,Kupang,Indonesia,KOE,LWE,201,55,Wings Air
KOE,Kupang,Indonesia,KOE,RTG,391,80,Wings Air
KOE,Kupang,Indonesia,KOE,UPG,723,95,Lion Air
KOJ,Kagoshima,Japan,KOJ,HND,937,105,"Skymark Airlines, JAL, ANA"
KOJ,Kagoshima,Japan,KOJ,ITM,550,70,"JAL, ANA"
KOJ,Kagoshima,Japan,KOJ,ASJ,385,75,"JAL, Skymark Airlines, ANA"
KOJ,Kagoshima,Japan,KOJ,KUM,157,40,"JAL, ANA"
KOJ,Kagoshima,Japan,KOJ,NGO,660,80,"ANA, Skymark Airlines"
KOJ,Kagoshima,Japan,KOJ,TKN,474,80,"JAL, ANA"
KOJ,Kagoshima,Japan,KOJ,TNE,135,40,"JAL, ANA"
KOJ,Kagoshima,Japan,KOJ,OKE,521,85,"JAL, ANA"
KOJ,Kagoshima,Japan,KOJ,KIX,513,70,Peach Aviation
KOJ,Kagoshima,Japan,KOJ,KKX,393,70,"JAL, ANA"
KOJ,Kagoshima,Japan,KOJ,OKA,688,90,ANA
KOJ,Kagoshima,Japan,KOJ,UKB,525,70,Skymark Airlines
KOJ,Kagoshima,Japan,KOJ,ICN,739,95,"Jeju Air, Korean Air"
KOJ,Kagoshima,Japan,KOJ,FSZ,770,95,Fuji Dream Airlines
KOJ,Kagoshima,Japan,KOJ,FUK,199,50,JAL
KOJ,Kagoshima,Japan,KOJ,MYJ,291,60,JAL
KOJ,Kagoshima,Japan,KOJ,NRT,997,108,Jetstar Japan
KOJ,Kagoshima,Japan,KOJ,RNJ,573,100,"JAL, ANA"
KOJ,Kagoshima,Japan,KOJ,HKG,1964,208,"Hong Kong Airlines, HK Express"
KOJ,Kagoshima,Japan,KOJ,PVG,849,115,China Eastern Airlines
KOJ,Kagoshima,Japan,KOJ,TPE,1190,130,China Airlines
KOP,Nakhon Phanom,Thailand,KOP,DMK,588,70,Thai AirAsia
KOS,Sihanoukville,Cambodia,KOS,SGN,331,73,Cambodia Angkor Air
KOS,Sihanoukville,Cambodia,KOS,KUL,892,110,AirAsia
KOS,Sihanoukville,Cambodia,KOS,PNH,170,40,Cambodia Angkor Air
KOV,Kokshetau,Kazakhstan,KOV,ALA,1238,140,Qazaq Air
KOV,Kokshetau,Kazakhstan,KOV,CIT,1219,120,SCAT Airlines
KOV,Kokshetau,Kazakhstan,KOV,SCO,1715,140,SCAT Airlines
KOW,Ganzhou,China,KOW,TFU,1129,145,"Sichuan Airlines, Lucky Air"
KOW,Ganzhou,China,KOW,HGH,738,80,Lucky Air
KOW,Ganzhou,China,KOW,KMG,1193,140,Lucky Air
KOW,Ganzhou,China,KOW,CKG,908,130,West Air (China)
KOW,Ganzhou,China,KOW,HAK,790,105,Lucky Air
KOW,Ganzhou,China,KOW,PEK,1587,170,Air China
KOW,Ganzhou,China,KOW,SHA,873,110,China Eastern Airlines
KOW,Ganzhou,China,KOW,TNA,1242,145,Lucky Air
KOW,Ganzhou,China,KOW,XIY,1114,170,Tianjin Airlines
KOW,Ganzhou,China,KOW,ZUH,448,75,Tianjin Airlines
KOW,Ganzhou,China,KOW,PKX,1522,160,China Southern Airlines
KOW,Ganzhou,China,KOW,NGB,792,100,Loong Air
KOW,Ganzhou,China,KOW,KWE,801,125,Loong Air
KOW,Ganzhou,China,KOW,NKG,764,100,Lucky Air
KOW,Ganzhou,China,KOW,TSN,1492,155,West Air (China)
KOW,Ganzhou,China,KOW,PVG,903,110,China Eastern Airlines
KOW,Ganzhou,China,KOW,CGO,966,105,"Urumqi Airlines, West Air (China)"
KOW,Ganzhou,China,KOW,NNG,760,100,Urumqi Airlines
KOW,Ganzhou,China,KOW,HFE,713,90,Lucky Air
KOW,Ganzhou,China,KOW,TYN,1335,165,Sichuan Airlines
KOW,Ganzhou,China,KOW,SYX,1002,110,"Sichuan Airlines, West Air (China)"
KOW,Ganzhou,China,KOW,LJG,1453,165,Lucky Air
KPO,Pohang,Republic of Korea,KPO,CJU,384,65,Jin Air
KPO,Pohang,Republic of Korea,KPO,GMP,292,60,Jin Air
KQH,Kishangarh,India,KQH,PNQ,891,105,Shuttle America
KQH,Kishangarh,India,KQH,LKO,604,78,Shuttle America
KQH,Kishangarh,India,KQH,NAG,746,90,Shuttle America
KRL,Korla,China,KRL,TFU,2065,220,"Air China, Sichuan Airlines, China Southern Airlines, Qingdao Airlines, Beijing Capital Airlines"
KRL,Korla,China,KRL,XIY,2131,205,"China Eastern Airlines, Shandong Airlines, Loong Air, Gestair, Tianjin Airlines, Air Changan"
KRL,Korla,China,KRL,CGO,2541,240,"West Air (China), Shandong Airlines, Lucky Air, Beijing Capital Airlines, Qingdao Airlines, Air Changan"
KRL,Korla,China,KRL,URC,276,60,"China Southern Airlines, Tianjin Airlines"
KRL,Korla,China,KRL,PKX,2560,240,"Air China, China Southern Airlines, China Eastern Airlines"
KRL,Korla,China,KRL,CKG,2267,245,"West Air (China), Gestair, Chongqing Airlines"
KRL,Korla,China,KRL,LHW,1611,155,"Air China, Spring Airlines"
KRL,Korla,China,KRL,RQA,333,60,"Gestair, Tianjin Airlines"
KRL,Korla,China,KRL,KRY,455,65,"Gestair, Chengdu Airlines"
KRL,Korla,China,KRL,PEK,2559,245,Air China
KRL,Korla,China,KRL,YIN,471,80,China Southern Airlines
KRL,Korla,China,KRL,AAT,698,80,Gestair
KRL,Korla,China,KRL,QSZ,861,105,Gestair
KRL,Korla,China,KRL,SHF,292,60,Gestair
KRL,Korla,China,KRL,ACF,430,65,Gestair
KRL,Korla,China,KRL,CSX,2869,260,Xiamen Airlines
KRL,Korla,China,KRL,KCA,263,45,Gestair
KRL,Korla,China,KRL,HMI,617,88,Gestair
KRL,Korla,China,KRL,TWC,613,85,Gestair
KRL,Korla,China,KRL,IQM,389,65,"China Southern Airlines, Gestair"
KRL,Korla,China,KRL,KHG,887,100,China Southern Airlines
KRL,Korla,China,KRL,PVG,3375,310,China Eastern Airlines
KRL,Korla,China,KRL,AKU,490,75,Gestair
KRL,Korla,China,KRL,BPL,479,75,Gestair
KRL,Korla,China,KRL,DNH,736,90,Gestair
KRL,Korla,China,KRL,HTN,741,110,China Southern Airlines
KRL,Korla,China,KRL,JJN,3521,320,Chongqing Airlines
KRL,Korla,China,KRL,SJW,2456,235,Hebei Airlines
KRW,Turkmanbashi,Turkmenistan,KRW,ASB,517,60,Turkmenistan Airlines
KRW,Turkmanbashi,Turkmenistan,KRW,TAZ,604,60,Turkmenistan Airlines
KRW,Turkmanbashi,Turkmenistan,KRW,CRZ,915,85,Turkmenistan Airlines
KRW,Turkmanbashi,Turkmenistan,KRW,MYP,809,75,Turkmenistan Airlines
KRY,Karamay,China,KRY,TFU,2403,215,"Sichuan Airlines, Air China"
KRY,Karamay,China,KRY,XIY,2372,215,China Eastern Airlines
KRY,Karamay,China,KRY,YIN,336,60,"Air China, Gestair"
KRY,Karamay,China,KRY,KRL,455,68,"Gestair, Chengdu Airlines"
KRY,Karamay,China,KRY,FYN,382,60,"Gestair, Chengdu Airlines"
KRY,Karamay,China,KRY,BPL,218,35,"Chengdu Airlines, Gestair"
KRY,Karamay,China,KRY,CGO,2739,250,China Southern Airlines
KRY,Karamay,China,KRY,PEK,2644,235,Air China
KRY,Karamay,China,KRY,URC,280,50,China Southern Airlines
KRY,Karamay,China,KRY,AKU,610,80,Gestair
KRY,Karamay,China,KRY,TLQ,441,70,Chengdu Airlines
KRY,Karamay,China,KRY,KCA,459,75,Chengdu Airlines
KRY,Karamay,China,KRY,AAT,340,45,Chengdu Airlines
KRY,Karamay,China,KRY,TCG,167,35,Chengdu Airlines
KSH,Kermanshah,Iran,KSH,THR,408,60,"Iran Aseman Airlines, Iran Air, Qeshm Air, Mahan Air"
KSH,Kermanshah,Iran,KSH,MHD,1154,115,Qeshm Air
KSN,Kostanay,Kazakhstan,KSN,NQZ,593,75,"Air Astana, Qazaq Air"
KSN,Kostanay,Kazakhstan,KSN,ALA,1479,135,Air Astana
KSN,Kostanay,Kazakhstan,KSN,HSA,1160,145,Qazaq Air
KSN,Kostanay,Kazakhstan,KSN,AYT,3109,305,Air Astana
KSQ,Karshi,Uzbekistan,KSQ,TAS,404,80,"Uzbekistan Airways, US Airways"
KSY,Kars,Turkiye,KSY,SAW,1163,135,"Pegasus, FlyViking"
KSY,Kars,Turkiye,KSY,ESB,858,105,FlyViking
KSY,Kars,Turkiye,KSY,IST,1209,145,Turkish Airlines
KSY,Kars,Turkiye,KSY,ADB,1393,150,SunExpress
KTD,Kitadaito,Japan,KTD,MMD,12,20,Japan Transocean Air
KTD,Kitadaito,Japan,KTD,OKA,369,65,Japan Transocean Air
KTG,Ketapang,Indonesia,KTG,PNK,197,50,Wings Air
KTM,Kathmandu,Nepal,KTM,PKR,146,25,"Buddha Air, Yeti Airlines, Shree Airlines"
KTM,Kathmandu,Nepal,KTM,BWA,192,30,"Buddha Air, Yeti Airlines, Shree Airlines"
KTM,Kathmandu,Nepal,KTM,BIR,232,40,"Buddha Air, Yeti Airlines, Shree Airlines"
KTM,Kathmandu,Nepal,KTM,KEP,365,50,"Buddha Air, Yeti Airlines, Shree Airlines"
KTM,Kathmandu,Nepal,KTM,DEL,816,105,"IndiGo, Air India, Bhutan Airlines, Nepal Airlines, Vistara"
KTM,Kathmandu,Nepal,KTM,BDP,299,45,"Buddha Air, Yeti Airlines"
KTM,Kathmandu,Nepal,KTM,BHR,91,20,Buddha Air
KTM,Kathmandu,Nepal,KTM,JKR,123,25,"Buddha Air, Yeti Airlines"
KTM,Kathmandu,Nepal,KTM,SIF,70,15,"Buddha Air, Yeti Airlines"
KTM,Kathmandu,Nepal,KTM,DXB,2995,290,"flydubai, Himalaya Airlines, Nepal Airlines"
KTM,Kathmandu,Nepal,KTM,DHI,482,55,"Buddha Air, Shree Airlines"
KTM,Kathmandu,Nepal,KTM,DOH,3364,335,"Himalaya Airlines, Qatar Airways, Nepal Airlines"
KTM,Kathmandu,Nepal,KTM,SKH,378,65,"Buddha Air, Shree Airlines"
KTM,Kathmandu,Nepal,KTM,KUL,3264,285,"Himalaya Airlines, Malaysia Airlines, Batik Air Malaysia, Nepal Airlines"
KTM,Kathmandu,Nepal,KTM,BKK,2226,210,"Nepal Airlines, Thai Airways International"
KTM,Kathmandu,Nepal,KTM,KWI,3649,328,"Jazeera Airways, Himalaya Airlines, Kuwait Airways"
KTM,Kathmandu,Nepal,KTM,CAN,2842,290,China Southern Airlines
KTM,Kathmandu,Nepal,KTM,KTM,0,60,"Buddha Air, Shree Airlines, Yeti Airlines"
KTM,Kathmandu,Nepal,KTM,SHJ,2978,270,Air Arabia
KTM,Kathmandu,Nepal,KTM,TFU,1879,185,"Sichuan Airlines, Air China"
KTM,Kathmandu,Nepal,KTM,DAC,662,85,"Biman Bangladesh Airlines, Himalaya Airlines"
KTM,Kathmandu,Nepal,KTM,PBH,402,65,"Bhutan Airlines, Drukair"
KTM,Kathmandu,Nepal,KTM,BOM,1591,170,"Nepal Airlines, IndiGo"
KTM,Kathmandu,Nepal,KTM,DMM,3517,320,"Himalaya Airlines, Nepal Airlines"
KTM,Kathmandu,Nepal,KTM,HKG,2938,270,"Nepal Airlines, Cathay Pacific"
KTM,Kathmandu,Nepal,KTM,SIN,3527,305,Singapore Airlines
KTM,Kathmandu,Nepal,KTM,TMI,187,30,Buddha Air
KTM,Kathmandu,Nepal,KTM,RJB,189,35,Buddha Air
KTM,Kathmandu,Nepal,KTM,CMB,2344,215,SriLankan Airlines
KTM,Kathmandu,Nepal,KTM,AUH,3086,285,Air Arabia Abu Dhabi
KTM,Kathmandu,Nepal,KTM,CCU,639,100,Air India
KTM,Kathmandu,Nepal,KTM,IST,5315,500,Turkish Airlines
KTM,Kathmandu,Nepal,KTM,NRT,5223,405,Nepal Airlines
KTM,Kathmandu,Nepal,KTM,VNS,352,65,Buddha Air
KTM,Kathmandu,Nepal,KTM,ICN,3972,370,Korean Air
KTM,Kathmandu,Nepal,KTM,KMG,1775,190,China Eastern Airlines
KTM,Kathmandu,Nepal,KTM,LXA,571,75,Himalaya Airlines
KTM,Kathmandu,Nepal,KTM,RUH,3855,335,Himalaya Airlines
KTM,Kathmandu,Nepal,KTM,DMK,2198,190,"Thai Lion Air, Thai AirAsia"
KTM,Kathmandu,Nepal,KTM,BLR,1791,180,Nepal Airlines
KTM,Kathmandu,Nepal,KTM,TAO,3398,340,Himalaya Airlines
KTM,Kathmandu,Nepal,KTM,PVG,3541,250,Himalaya Airlines
KUA,Kuantan,Malaysia,KUA,KUL,202,60,Malaysia Airlines
KUA,Kuantan,Malaysia,KUA,SIN,281,65,Scoot
KUH,Kushiro,Japan,KUH,HND,914,110,"JAL, ANA"
KUH,Kushiro,Japan,KUH,OKD,229,50,JAL
KUH,Kushiro,Japan,KUH,CTS,207,45,ANA
KUH,Kushiro,Japan,KUH,KIX,1231,150,Peach Aviation
KUH,Kushiro,Japan,KUH,NGO,1111,115,JAL
KUL,Kuala Lumpur,Malaysia,KUL,SIN,295,70,"Jetstar Asia, AirAsia, Ethiopian Airlines, Malaysia Airlines, Batik Air Malaysia, Singapore Airlines, Scoot"
KUL,Kuala Lumpur,Malaysia,KUL,CGK,1124,130,"AirAsia, Garuda Indonesia, KLM, Malaysia Airlines, Batik Air Malaysia, Indonesia AirAsia, Citilink, TransNusa"
KUL,Kuala Lumpur,Malaysia,KUL,KCH,969,110,"AirAsia, Malaysia Airlines, Batik Air Malaysia"
KUL,Kuala Lumpur,Malaysia,KUL,BKI,1629,160,"AirAsia, Malaysia Airlines, Batik Air Malaysia, AirAsia X"
KUL,Kuala Lumpur,Malaysia,KUL,PEN,324,60,"AirAsia, Malaysia Airlines, Batik Air Malaysia, Firefly"
KUL,Kuala Lumpur,Malaysia,KUL,DPS,1960,185,"AirAsia, AirAsia X, Malaysia Airlines, Batik Air Malaysia, Indonesia AirAsia"
KUL,Kuala Lumpur,Malaysia,KUL,LGK,454,65,"AirAsia, Malaysia Airlines, Batik Air Malaysia"
KUL,Kuala Lumpur,Malaysia,KUL,DMK,1241,135,"AirAsia, Thai AirAsia, Batik Air Malaysia"
KUL,Kuala Lumpur,Malaysia,KUL,JHB,249,60,"AirAsia, Malaysia Airlines, Batik Air Malaysia"
KUL,Kuala Lumpur,Malaysia,KUL,KBR,384,65,"AirAsia, Malaysia Airlines, Batik Air Malaysia"
KUL,Kuala Lumpur,Malaysia,KUL,KNO,330,65,"AirAsia, Batik Air, Malaysia Airlines, Batik Air Malaysia, Indonesia AirAsia"
KUL,Kuala Lumpur,Malaysia,KUL,CAN,2602,250,"AirAsia, China Southern Airlines, Malaysia Airlines, Batik Air Malaysia"
KUL,Kuala Lumpur,Malaysia,KUL,SGN,1046,125,"AirAsia, Malaysia Airlines, VietJet Air, Vietnam Airlines"
KUL,Kuala Lumpur,Malaysia,KUL,HKT,703,90,"AirAsia, Malaysia Airlines, Batik Air Malaysia"
KUL,Kuala Lumpur,Malaysia,KUL,HKG,2536,240,"AirAsia, Malaysia Airlines, Batik Air Malaysia, Cathay Pacific, AirAsia X"
KUL,Kuala Lumpur,Malaysia,KUL,BKK,1215,135,"Malaysia Airlines, Thai Airways International, AirAsia X"
KUL,Kuala Lumpur,Malaysia,KUL,TWU,1830,175,"AirAsia, Malaysia Airlines, Batik Air Malaysia"
KUL,Kuala Lumpur,Malaysia,KUL,SUB,1663,160,"Malaysia Airlines, Indonesia AirAsia, Batik Air Malaysia"
KUL,Kuala Lumpur,Malaysia,KUL,MNL,2487,235,"Cebu Pacific Air, AirAsia, Malaysia Airlines, Philippine Airlines, Philippines AirAsia"
KUL,Kuala Lumpur,Malaysia,KUL,PVG,3786,330,"AirAsia X, Shanghai Airlines, Malaysia Airlines, China Eastern Airlines"
KUL,Kuala Lumpur,Malaysia,KUL,TPE,3238,290,"EVA Air, China Airlines, AirAsia X, Malaysia Airlines, Batik Air Malaysia, Starlux Airlines"
KUL,Kuala Lumpur,Malaysia,KUL,SBW,1143,125,"AirAsia, Malaysia Airlines, Batik Air Malaysia"
KUL,Kuala Lumpur,Malaysia,KUL,MYY,1374,145,"AirAsia, Malaysia Airlines"
KUL,Kuala Lumpur,Malaysia,KUL,TGG,329,60,"AirAsia, Malaysia Airlines"
KUL,Kuala Lumpur,Malaysia,KUL,DAC,2633,240,"AirAsia, Biman Bangladesh Airlines, US-Bangla Airlines, Malaysia Airlines, Batik Air Malaysia"
KUL,Kuala Lumpur,Malaysia,KUL,SZX,2559,255,"AirAsia, Shenzhen Airlines, China Southern Airlines"
KUL,Kuala Lumpur,Malaysia,KUL,JED,7072,550,"Malaysia Airlines, Saudia, AirAsia X, Batik Air Malaysia"
KUL,Kuala Lumpur,Malaysia,KUL,PNH,1033,115,"AirAsia, Malaysia Airlines, Mahogany Air"
KUL,Kuala Lumpur,Malaysia,KUL,KTM,3264,285,"Himalaya Airlines, Malaysia Airlines, Batik Air Malaysia, Nepal Airlines"
KUL,Kuala Lumpur,Malaysia,KUL,MAA,2629,230,"AirAsia, Malaysia Airlines, IndiGo"
KUL,Kuala Lumpur,Malaysia,KUL,NRT,5402,410,"JAL, Malaysia Airlines, ANA, Batik Air Malaysia"
KUL,Kuala Lumpur,Malaysia,KUL,ICN,4599,400,"AirAsia X, Korean Air, Malaysia Airlines, Batik Air Malaysia"
KUL,Kuala Lumpur,Malaysia,KUL,DEL,3869,335,"AirAsia X, Malaysia Airlines, Batik Air Malaysia, Air India"
KUL,Kuala Lumpur,Malaysia,KUL,HAN,2090,210,"AirAsia, Malaysia Airlines, Batik Air Malaysia, Vietnam Airlines"
KUL,Kuala Lumpur,Malaysia,KUL,KBV,665,85,"AirAsia, Batik Air Malaysia"
KUL,Kuala Lumpur,Malaysia,KUL,TFU,3064,280,"AirAsia X, Batik Air Malaysia, Air China, Sichuan Airlines"
KUL,Kuala Lumpur,Malaysia,KUL,AOR,408,65,"AirAsia, Malaysia Airlines, Batik Air Malaysia"
KUL,Kuala Lumpur,Malaysia,KUL,CMB,2469,210,"AirAsia, Malaysia Airlines, SriLankan Airlines"
KUL,Kuala Lumpur,Malaysia,KUL,DAD,1634,160,"AirAsia, Batik Air Malaysia, Malaysia Airlines"
KUL,Kuala Lumpur,Malaysia,KUL,DOH,5910,465,"Qatar Airways, Malaysia Airlines"
KUL,Kuala Lumpur,Malaysia,KUL,KMG,2477,225,"AirAsia, China Eastern Airlines, Batik Air Malaysia"
KUL,Kuala Lumpur,Malaysia,KUL,MLE,3136,260,"AirAsia, Batik Air Malaysia, Malaysia Airlines"
KUL,Kuala Lumpur,Malaysia,KUL,COK,2916,245,"AirAsia, Batik Air Malaysia, Malaysia Airlines"
KUL,Kuala Lumpur,Malaysia,KUL,PDG,421,70,AirAsia
KUL,Kuala Lumpur,Malaysia,KUL,BTU,1257,130,"AirAsia, Malaysia Airlines, Batik Air Malaysia"
KUL,Kuala Lumpur,Malaysia,KUL,DXB,5550,425,"Emirates, Batik Air Malaysia"
KUL,Kuala Lumpur,Malaysia,KUL,SDK,1847,175,"AirAsia, Malaysia Airlines"
KUL,Kuala Lumpur,Malaysia,KUL,TRZ,2691,225,"AirAsia, Batik Air Malaysia"
KUL,Kuala Lumpur,Malaysia,KUL,PKU,253,60,"AirAsia, Malaysia Airlines"
KUL,Kuala Lumpur,Malaysia,KUL,BWN,1487,145,"AirAsia, Royal Brunei Airlines"
KUL,Kuala Lumpur,Malaysia,KUL,PKX,4334,380,"Malaysia Airlines, AirAsia X, China Eastern Airlines"
KUL,Kuala Lumpur,Malaysia,KUL,HDY,486,75,"Thai AirAsia, Batik Air Malaysia"
KUL,Kuala Lumpur,Malaysia,KUL,KUA,202,45,Malaysia Airlines
KUL,Kuala Lumpur,Malaysia,KUL,BLR,2884,255,"AirAsia, Malaysia Airlines, Batik Air Malaysia"
KUL,Kuala Lumpur,Malaysia,KUL,BOM,3623,310,"Malaysia Airlines, Batik Air Malaysia"
KUL,Kuala Lumpur,Malaysia,KUL,BTJ,763,90,AirAsia
KUL,Kuala Lumpur,Malaysia,KUL,LBU,1528,150,"AirAsia, Malaysia Airlines"
KUL,Kuala Lumpur,Malaysia,KUL,MFM,2501,240,"AirAsia, Air Macau"
KUL,Kuala Lumpur,Malaysia,KUL,XMN,2987,265,"Xiamen Airlines, Malaysia Airlines"
KUL,Kuala Lumpur,Malaysia,KUL,YIA,1498,165,"AirAsia, Malaysia Airlines"
KUL,Kuala Lumpur,Malaysia,KUL,AUH,5590,435,Etihad Airways
KUL,Kuala Lumpur,Malaysia,KUL,HND,5343,420,"AirAsia X, ANA"
KUL,Kuala Lumpur,Malaysia,KUL,IST,8389,655,Turkish Airlines
KUL,Kuala Lumpur,Malaysia,KUL,LOP,2056,185,"AirAsia, Indonesia AirAsia, Batik Air Malaysia"
KUL,Kuala Lumpur,Malaysia,KUL,ATQ,4269,355,"Batik Air Malaysia, AirAsia X, Malaysia Airlines, AirAsia"
KUL,Kuala Lumpur,Malaysia,KUL,HGH,3626,315,"AirAsia X, China Eastern Airlines, Loong Air"
KUL,Kuala Lumpur,Malaysia,KUL,KIX,4935,380,"AirAsia X, Malaysia Airlines"
KUL,Kuala Lumpur,Malaysia,KUL,MED,7065,545,"Saudia, Malaysia Airlines, AirAsia X"
