Origin,Origin City,Origin Country,Origin IATA,Destination,Flight Distance (km),Flight Time (min),Airlines
FUK,Fukuoka,Japan,FUK,PUS,224,60,"Jeju Air, Air Busan, Korean Air, Jin Air"
FUK,Fukuoka,Japan,FUK,CTS,1416,135,"Skymark Airlines, JAL, Peach Aviation, ANA, Jetstar Japan"
FUK,Fukuoka,Japan,FUK,SDJ,1071,105,"JAL, ANA"
FUK,Fukuoka,Japan,FUK,TPE,1298,155,"EVA Air, China Airlines, Tigerair Taiwan, Starlux Airlines"
FUK,Fukuoka,Japan,FUK,HKG,2044,220,"HK Express, Cathay Pacific, Hong Kong Airlines"
FUK,Fukuoka,Japan,FUK,NKM,623,80,Fuji Dream Airlines
FUK,Fukuoka,Japan,FUK,TSJ,129,35,ANA
FUK,Fukuoka,Japan,FUK,PVG,856,130,"Air China, China Eastern Airlines, Spring Airlines"
FUK,Fukuoka,Japan,FUK,FSZ,726,85,Fuji Dream Airlines
FUK,Fukuoka,Japan,FUK,KIX,453,70,Peach Aviation
FUK,Fukuoka,Japan,FUK,KMQ,628,85,ANA
FUK,Fukuoka,Japan,FUK,MYJ,211,45,JAL
FUK,Fukuoka,Japan,FUK,AXJ,125,35,"Amakusa Airlines, ANA"
FUK,Fukuoka,Japan,FUK,FUJ,181,45,ANA
FUK,Fukuoka,Japan,FUK,KIJ,921,95,"Fuji Dream Airlines, ANA"
FUK,Fukuoka,Japan,FUK,IZO,302,70,JAL
FUK,Fukuoka,Japan,FUK,KCZ,300,53,JAL
FUK,Fukuoka,Japan,FUK,MMJ,741,88,Fuji Dream Airlines
FUK,Fukuoka,Japan,FUK,TKS,388,60,JAL
FUK,Fukuoka,Japan,FUK,BKK,3721,335,"Thai Airways International, Thai Vietjet Air"
FUK,Fukuoka,Japan,FUK,MNL,2316,235,"Cebu Pacific Air, Philippine Airlines"
FUK,Fukuoka,Japan,FUK,KHH,1571,175,"EVA Air, Tigerair Taiwan"
FUK,Fukuoka,Japan,FUK,DLC,997,150,"Air China, Spring Airlines"
FUK,Fukuoka,Japan,FUK,ASJ,575,70,JAL
FUK,Fukuoka,Japan,FUK,HAN,2785,270,"Vietnam Airlines, VietJet Air"
FUK,Fukuoka,Japan,FUK,HNA,1154,110,JAL
FUK,Fukuoka,Japan,FUK,IBR,955,95,Skymark Airlines
FUK,Fukuoka,Japan,FUK,ISG,1183,150,Peach Aviation
FUK,Fukuoka,Japan,FUK,KOJ,199,55,JAL
FUK,Fukuoka,Japan,FUK,KUM,355,70,"JAL, ANA"
FUK,Fukuoka,Japan,FUK,SIN,4509,365,Singapore Airlines
FUK,Fukuoka,Japan,FUK,TAE,305,78,T´Way Air
FUK,Fukuoka,Japan,FUK,CAN,2019,215,Spring Airlines
FUK,Fukuoka,Japan,FUK,CJJ,439,80,T´Way Air
FUK,Fukuoka,Japan,FUK,DMK,3717,335,Thai AirAsia
FUK,Fukuoka,Japan,FUK,SGN,3498,325,Vietnam Airlines
FUO,Fuoshan,China,FUO,WNZ,947,110,China United Airlines
FUO,Fuoshan,China,FUO,HGH,1078,115,China United Airlines
FUO,Fuoshan,China,FUO,PKX,1848,170,China United Airlines
FUO,Fuoshan,China,FUO,WHA,1046,125,China United Airlines
FUO,Fuoshan,China,FUO,SHA,1215,140,China United Airlines
FUO,Fuoshan,China,FUO,TFU,1173,145,China United Airlines
FUO,Fuoshan,China,FUO,DSN,1845,185,China United Airlines
FUO,Fuoshan,China,FUO,HSN,1196,135,China United Airlines
FUO,Fuoshan,China,FUO,PVG,1243,153,China United Airlines
FUO,Fuoshan,China,FUO,HYN,1034,125,China United Airlines
FUO,Fuoshan,China,FUO,FUG,1114,123,China United Airlines
FUO,Fuoshan,China,FUO,LHW,1744,180,China United Airlines
FUO,Fuoshan,China,FUO,HIA,1325,145,China United Airlines
FUO,Fuoshan,China,FUO,TYN,1627,160,China United Airlines
FYJ,Fuyuan County,China,FYJ,HRB,681,90,"Air China, Chengdu Airlines"
FYJ,Fuyuan County,China,FYJ,MDG,548,95,Chengdu Airlines
FYJ,Fuyuan County,China,FYJ,JMU,330,60,Chengdu Airlines
FYJ,Fuyuan County,China,FYJ,OHE,994,150,Chengdu Airlines
FYN,Fuyun,China,FYN,KRY,382,65,"Gestair, Chengdu Airlines"
FYN,Fuyun,China,FYN,URC,360,65,"China Southern Airlines, Tianjin Airlines"
FYN,Fuyun,China,FYN,TLQ,421,58,Chengdu Airlines
FYN,Fuyun,China,FYN,AKU,962,110,Chengdu Airlines
FYN,Fuyun,China,FYN,NLT,611,75,Chengdu Airlines
GAJ,Yamagata,Japan,GAJ,ITM,596,80,JAL
GAJ,Yamagata,Japan,GAJ,HND,321,70,JAL
GAJ,Yamagata,Japan,GAJ,NKM,466,73,Fuji Dream Airlines
GAJ,Yamagata,Japan,GAJ,CTS,498,78,Fuji Dream Airlines
GAN,Gan Island,Maldives,GAN,CMB,1146,110,SriLankan Airlines
GAU,Guwahati,India,GAU,DEL,1458,165,"IndiGo, Air India, AirAsia India, SpiceJet, Vistara, Air India Express"
GAU,Guwahati,India,GAU,CCU,497,80,"IndiGo, Air India, Air India, SpiceJet, Air India Express"
GAU,Guwahati,India,GAU,BLR,2036,200,"IndiGo, AirAsia India, Vistara, Air India Express"
GAU,Guwahati,India,GAU,IMF,275,65,"IndiGo, Air India, AirAsia India, Air India, Air India Express"
GAU,Guwahati,India,GAU,IXA,247,63,"IndiGo, Air India Express"
GAU,Guwahati,India,GAU,BOM,2072,205,"IndiGo, SpiceJet"
GAU,Guwahati,India,GAU,HYD,1677,160,"IndiGo, Air India Express"
GAU,Guwahati,India,GAU,MAA,1881,180,"IndiGo, AirAsia India, Air India Express"
GAU,Guwahati,India,GAU,DIB,373,55,"IndiGo, Vistara"
GAU,Guwahati,India,GAU,AJL,271,60,"IndiGo, Air India"
GAU,Guwahati,India,GAU,IXB,331,70,SpiceJet
GAU,Guwahati,India,GAU,DMU,220,60,Air India
GAU,Guwahati,India,GAU,IXS,192,50,IndiGo
GAU,Guwahati,India,GAU,LKO,1069,115,IndiGo
GAU,Guwahati,India,GAU,PNQ,1998,175,IndiGo
GAU,Guwahati,India,GAU,BBI,876,108,IndiGo
GAU,Guwahati,India,GAU,SHL,58,50,Air India
GAU,Guwahati,India,GAU,JAI,1575,160,"SpiceJet, Air India Express"
GAU,Guwahati,India,GAU,RDP,518,100,IndiGo
GAU,Guwahati,India,GAU,TEZ,136,50,Air India
GAU,Guwahati,India,GAU,DMK,1645,155,Thai AirAsia
GAU,Guwahati,India,GAU,IXT,430,80,Air India
GAU,Guwahati,India,GAU,KUL,2802,260,AirAsia
GAU,Guwahati,India,GAU,SIN,3043,270,Drukair
GAU,Guwahati,India,GAU,PBH,261,55,Drukair
GAY,Gaya,India,GAY,BKK,2060,185,"Bhutan Airlines, Drukair, Thai Airways International"
GAY,Gaya,India,GAY,CCU,425,60,IndiGo
GAY,Gaya,India,GAY,DEL,887,105,IndiGo
GAY,Gaya,India,GAY,DMK,2033,173,Thai AirAsia
GAY,Gaya,India,GAY,PBH,537,70,"Bhutan Airlines, Drukair"
GBI,Gulbarga,India,GBI,BLR,461,80,"Air India, Shuttle America"
GBT,Gorgon,Iran,GBT,THR,308,60,"Iran Aseman Airlines, Iran Air"
GBT,Gorgon,Iran,GBT,ZAH,1022,120,Qeshm Air
GCH,Gachsaran,Iran,GCH,THR,595,90,Mahan Air
GDB,Gondia,India,GDB,HYD,513,125,IndiGo
GES,General Santos City,Philippines,GES,MNL,1036,125,"Cebu Pacific Air, Philippine Airlines"
GES,General Santos City,Philippines,GES,CEB,486,75,"Cebu Pacific Air, Philippine Airlines, Cebgo"
GES,General Santos City,Philippines,GES,ILO,600,80,"Cebu Pacific Air, Philippine Airlines"
GES,General Santos City,Philippines,GES,CRK,1125,120,Cebu Pacific Air
GHS,West Kutai,Indonesia,GHS,BPN,172,55,Wings Air
GIL,Gilgit,Pakistan,GIL,ISB,297,75,Pakistan International Airlines
GIL,Gilgit,Pakistan,GIL,LHE,487,85,Pakistan International Airlines
GIZ,Jazan,Saudi Arabia,GIZ,RUH,989,115,"Flyadeal, Saudia, Flynas"
GIZ,Jazan,Saudi Arabia,GIZ,JED,639,90,"Flyadeal, Saudia, Flynas"
GIZ,Jazan,Saudi Arabia,GIZ,DMM,1295,133,"Flynas, Flyadeal"
GIZ,Jazan,Saudi Arabia,GIZ,DXB,1617,185,flydubai
GIZ,Jazan,Saudi Arabia,GIZ,SHJ,1634,168,Air Arabia
GLU,Gelephu,Bhutan,GLU,PBH,120,40,Drukair
GLU,Gelephu,Bhutan,GLU,YON,111,40,Drukair
GLU,Gelephu,Bhutan,GLU,BUT,80,30,Drukair
GMP,Seoul,Republic of Korea,GMP,CJU,450,70,"Jeju Air, Air Busan, Korean Air, Jin Air, Asiana Airlines, T´Way Air, Eastar Jet, Air Seoul"
GMP,Seoul,Republic of Korea,GMP,PUS,326,65,"Jeju Air, Air Busan, Korean Air, Jin Air, T´Way Air"
GMP,Seoul,Republic of Korea,GMP,HND,1181,130,"JAL, Korean Air, ANA, Asiana Airlines"
GMP,Seoul,Republic of Korea,GMP,KIX,835,103,"Jeju Air, Korean Air, Asiana Airlines"
GMP,Seoul,Republic of Korea,GMP,SHA,866,125,"Shanghai Airlines, Korean Air, China Eastern Airlines, Asiana Airlines"
GMP,Seoul,Republic of Korea,GMP,RSU,310,60,"Asiana Airlines, Jin Air"
GMP,Seoul,Republic of Korea,GMP,USN,315,60,"Korean Air, Jin Air"
GMP,Seoul,Republic of Korea,GMP,HIN,296,65,Jin Air
GMP,Seoul,Republic of Korea,GMP,KWJ,268,55,Asiana Airlines
GMP,Seoul,Republic of Korea,GMP,PEK,929,120,"Air China, Korean Air, Asiana Airlines"
GMP,Seoul,Republic of Korea,GMP,TSA,1472,160,"EVA Air, China Airlines, T´Way Air, Eastar Jet"
GMP,Seoul,Republic of Korea,GMP,KHH,1772,185,"China Airlines, Tigerair Taiwan, T´Way Air, Jeju Air"
GMP,Seoul,Republic of Korea,GMP,KPO,292,60,Jin Air
GMP,Seoul,Republic of Korea,GMP,PKX,931,130,China Southern Airlines
GMQ,Golog,China,GMQ,XNN,282,53,"China Eastern Airlines, Tibet Airlines"
GNJ,Gyandzha,Azerbaijan,GNJ,SAW,1432,155,Pegasus
GNJ,Gyandzha,Azerbaijan,GNJ,IST,1477,170,Turkish Airlines
GNJ,Gyandzha,Azerbaijan,GNJ,NAJ,186,78,Turkish Airlines
GNS,Gunungsitoli,Indonesia,GNS,KNO,305,65,"Wings Air, Citilink"
GOI,Goa,India,GOI,BOM,422,80,"IndiGo, Air India, Vistara, AirAsia India, Air India, Air India Express"
GOI,Goa,India,GOI,DEL,1496,160,"IndiGo, Air India, AirAsia India, Vistara, Air India Express"
GOI,Goa,India,GOI,BLR,482,70,"IndiGo, AirAsia India, Air India, Vistara, Air India Express"
GOI,Goa,India,GOI,HYD,531,75,"IndiGo, AirAsia India, Air India, Air India Express"
GOI,Goa,India,GOI,AMD,859,100,"IndiGo, Vistara, Air India"
GOI,Goa,India,GOI,IXC,1720,160,IndiGo
GOI,Goa,India,GOI,RPR,1053,115,IndiGo
GOI,Goa,India,GOI,COK,641,85,IndiGo
GOI,Goa,India,GOI,CCU,1734,170,IndiGo
GOI,Goa,India,GOI,IDR,838,105,IndiGo
GOI,Goa,India,GOI,LKO,1456,140,IndiGo
GOI,Goa,India,GOI,MAA,732,85,IndiGo
GOI,Goa,India,GOI,STV,645,80,IndiGo
GOI,Goa,India,GOI,PNQ,353,63,IndiGo
GOI,Goa,India,GOI,DXB,2213,225,Air India Express
GOI,Goa,India,GOI,SHJ,2202,195,Air Arabia
GOI,Goa,India,GOI,BAH,2693,240,Gulf Air
GOP,Gorakhpur,India,GOP,DEL,657,95,"Air India, SpiceJet, IndiGo"
GOP,Gorakhpur,India,GOP,BOM,1375,150,"SpiceJet, IndiGo"
GOP,Gorakhpur,India,GOP,CCU,679,110,"IndiGo, SpiceJet"
GOP,Gorakhpur,India,GOP,HYD,1173,120,IndiGo
GOP,Gorakhpur,India,GOP,BLR,1614,175,
GOQ,Golmud,China,GOQ,XNN,650,75,"China Eastern Airlines, Tibet Airlines"
GOQ,Golmud,China,GOQ,CGO,1738,165,West Air (China)
GOQ,Golmud,China,GOQ,LXA,867,100,West Air (China)
GOQ,Golmud,China,GOQ,XIY,1286,125,China Eastern Airlines
GOQ,Golmud,China,GOQ,CTU,1068,148,Tibet Airlines
GOX,Goa,India,GOX,DEL,1458,160,"IndiGo, SpiceJet, Vistara"
GOX,Goa,India,GOX,BOM,386,80,"IndiGo, SpiceJet, Vistara, Air India"
GOX,Goa,India,GOX,BLR,499,75,"IndiGo, SpiceJet, Indian Airlines"
GOX,Goa,India,GOX,HYD,514,75,"IndiGo, SpiceJet, Vistara, Indian Airlines, Air India"
GOX,Goa,India,GOX,PNQ,315,60,"IndiGo, SpiceJet"
GOX,Goa,India,GOX,MAA,744,90,"IndiGo, SpiceJet"
GOX,Goa,India,GOX,CCU,1712,170,IndiGo
GOX,Goa,India,GOX,NAG,807,95,IndiGo
GOX,Goa,India,GOX,AGX,572,105,Indian Airlines
GOX,Goa,India,GOX,JAI,1244,125,IndiGo
GOX,Goa,India,GOX,DOH,2544,230,Qatar Airways
GOX,Goa,India,GOX,JLG,608,105,Indian Airlines
GOX,Goa,India,GOX,AMD,822,95,"IndiGo, SpiceJet"
GOX,Goa,India,GOX,MCT,1849,190,Oman Air
GOX,Goa,India,GOX,ISK,485,95,IndiGo
GOX,Goa,India,GOX,CJB,623,75,IndiGo
GOX,Goa,India,GOX,IXU,485,120,IndiGo
GOX,Goa,India,GOX,BDQ,733,85,IndiGo
GOX,Goa,India,GOX,IXC,1681,165,IndiGo
GOX,Goa,India,GOX,TAS,2863,265,Uzbekistan Airways
GOX,Goa,India,GOX,SHJ,2184,210,Air Arabia
GSM,Qeshm Island,Iran,GSM,THR,1082,110,"Iran Air, Qeshm Air, AIS Airlines"
GSM,Qeshm Island,Iran,GSM,DXB,174,1420,Qeshm Air
GSM,Qeshm Island,Iran,GSM,MHD,1108,120,"Qeshm Air, AIS Airlines"
GSM,Qeshm Island,Iran,GSM,IFN,769,100,Qeshm Air
GTO,Gorontalo,Indonesia,GTO,UPG,731,85,"Garuda Indonesia, Lion Air"
GTO,Gorontalo,Indonesia,GTO,CGK,1949,170,"Batik Air, Garuda Indonesia"
GUW,Atyrau,Kazakhstan,GUW,ALA,2013,170,"Air Astana, SCAT Airlines"
GUW,Atyrau,Kazakhstan,GUW,NQZ,1493,135,"SCAT Airlines, Air Astana"
GUW,Atyrau,Kazakhstan,GUW,SCO,367,60,Air Astana
GUW,Atyrau,Kazakhstan,GUW,AKX,526,65,"Qazaq Air, Air Astana"
GUW,Atyrau,Kazakhstan,GUW,CIT,1491,130,Air Astana
GUW,Atyrau,Kazakhstan,GUW,URA,448,60,Qazaq Air
GUW,Atyrau,Kazakhstan,GUW,KUT,921,125,Air Astana
GUW,Atyrau,Kazakhstan,GUW,IST,1948,235,Air Astana
GUW,Atyrau,Kazakhstan,GUW,DMB,1602,120,SCAT Airlines
GUW,Atyrau,Kazakhstan,GUW,AYT,2068,220,Air Astana
GUW,Atyrau,Kazakhstan,GUW,DXB,2446,240,Air Astana
GWD,Gwadar,Pakistan,GWD,KHI,488,100,Pakistan International Airlines
GWL,Gwalior,India,GWL,DEL,274,60,"IndiGo, Air India Express"
GWL,Gwalior,India,GWL,BOM,969,113,IndiGo
GWL,Gwalior,India,GWL,BLR,1450,145,Air India Express
GXF,Seiyun,Republic of Yemen,GXF,ADE,532,60,Yemenia
GXF,Seiyun,Republic of Yemen,GXF,JED,1195,135,Yemenia
GXH,Xiahe,China,GXH,TFU,526,93,Sichuan Airlines
GYD,Baku,Azerbaijan,GYD,IST,1794,195,"AZAL Azerbaijan Airlines, Turkish Airlines"
GYD,Baku,Azerbaijan,GYD,TBS,448,70,"AZAL Azerbaijan Airlines, Gulf Air, Dart Airlines"
GYD,Baku,Azerbaijan,GYD,DXB,1757,175,"flydubai, AZAL Azerbaijan Airlines"
GYD,Baku,Azerbaijan,GYD,SAW,1749,180,"AZAL Azerbaijan Airlines, Pegasus, FlyViking"
GYD,Baku,Azerbaijan,GYD,AUH,1829,180,"Intercontinental Airways (Gambia), Air Arabia Abu Dhabi"
GYD,Baku,Azerbaijan,GYD,DOH,1692,170,Qatar Airways
GYD,Baku,Azerbaijan,GYD,ESB,1448,160,"AZAL Azerbaijan Airlines, FlyViking"
GYD,Baku,Azerbaijan,GYD,ADB,1982,200,"AZAL Azerbaijan Airlines, Pegasus"
GYD,Baku,Azerbaijan,GYD,SHJ,1754,160,Air Arabia
GYD,Baku,Azerbaijan,GYD,DEL,2797,263,"AZAL Azerbaijan Airlines, IndiGo"
GYD,Baku,Azerbaijan,GYD,SCO,386,65,"AZAL Azerbaijan Airlines, Air Astana"
GYD,Baku,Azerbaijan,GYD,TAS,1620,145,"Uzbekistan Airways, AZAL Azerbaijan Airlines"
GYD,Baku,Azerbaijan,GYD,TLV,1652,205,AZAL Azerbaijan Airlines
GYD,Baku,Azerbaijan,GYD,ALA,2251,195,"Air Astana, AZAL Azerbaijan Airlines"
GYD,Baku,Azerbaijan,GYD,KWI,1259,135,"Jazeera Airways, AZAL Azerbaijan Airlines, Kuwait Airways"
GYD,Baku,Azerbaijan,GYD,BJV,1969,195,AZAL Azerbaijan Airlines
GYD,Baku,Azerbaijan,GYD,RUH,1747,180,"AZAL Azerbaijan Airlines, Flynas"
GYD,Baku,Azerbaijan,GYD,TZX,869,110,AZAL Azerbaijan Airlines
GYD,Baku,Azerbaijan,GYD,URC,3088,260,China Southern Airlines
GYD,Baku,Azerbaijan,GYD,BOM,3217,265,AZAL Azerbaijan Airlines
GYD,Baku,Azerbaijan,GYD,BUS,721,90,AZAL Azerbaijan Airlines
GYD,Baku,Azerbaijan,GYD,AYT,1717,185,"AZAL Azerbaijan Airlines, FlyViking"
GYD,Baku,Azerbaijan,GYD,BGW,952,120,Iraqi Airways
GYD,Baku,Azerbaijan,GYD,DMM,1552,180,AZAL Azerbaijan Airlines
GYD,Baku,Azerbaijan,GYD,DLM,1893,190,"AZAL Azerbaijan Airlines, Pegasus"
GYD,Baku,Azerbaijan,GYD,KHI,2348,200,AZAL Azerbaijan Airlines
GYD,Baku,Azerbaijan,GYD,LHE,2399,233,AZAL Azerbaijan Airlines
GYD,Baku,Azerbaijan,GYD,IKA,569,85,"AZAL Azerbaijan Airlines, Iran Air"
GYD,Baku,Azerbaijan,GYD,JED,2324,255,"AZAL Azerbaijan Airlines, Flynas"
GYD,Baku,Azerbaijan,GYD,PEK,5516,430,AZAL Azerbaijan Airlines
GYD,Baku,Azerbaijan,GYD,DYU,1624,155,AZAL Azerbaijan Airlines
GYD,Baku,Azerbaijan,GYD,ISB,2159,233,AZAL Azerbaijan Airlines
GYD,Baku,Azerbaijan,GYD,NQZ,2026,185,AZAL Azerbaijan Airlines
GYD,Baku,Azerbaijan,GYD,FRU,2043,175,AZAL Azerbaijan Airlines
GYD,Baku,Azerbaijan,GYD,UGC,898,100,AZAL Azerbaijan Airlines
GYD,Baku,Azerbaijan,GYD,BAH,1575,158,AZAL Azerbaijan Airlines
GYD,Baku,Azerbaijan,GYD,MLE,4656,365,AZAL Azerbaijan Airlines
GYS,Guangyuan,China,GYS,HGH,1421,145,Air China
GYS,Guangyuan,China,GYS,PEK,1296,145,Air China
GYS,Guangyuan,China,GYS,PVG,1530,165,Spring Airlines
GYS,Guangyuan,China,GYS,KMG,851,100,Sichuan Airlines
GYS,Guangyuan,China,GYS,TNA,1165,115,Sichuan Airlines
GYS,Guangyuan,China,GYS,INC,661,85,Beijing Capital Airlines
GYS,Guangyuan,China,GYS,HAK,1459,160,Beijing Capital Airlines
GYS,Guangyuan,China,GYS,SZX,1344,145,China Southern Airlines
GYS,Guangyuan,China,GYS,NNG,1110,130,Sichuan Airlines
GYS,Guangyuan,China,GYS,URC,2037,205,Sichuan Airlines
GYS,Guangyuan,China,GYS,LJG,824,100,Chengdu Airlines
GYS,Guangyuan,China,GYS,LXA,1453,155,Tibet Airlines
GYS,Guangyuan,China,GYS,NKG,1245,130,Tibet Airlines
GYS,Guangyuan,China,GYS,CAN,1246,150,Air China
GYS,Guangyuan,China,GYS,FOC,1534,150,Chengdu Airlines
GYU,Guyuan,China,GYU,XIY,294,60,"Juneyao Airlines, Xiamen Airlines"
GYU,Guyuan,China,GYU,INC,249,50,Hebei Airlines
GYU,Guyuan,China,GYU,TFU,660,105,Chengdu Airlines
GYU,Guyuan,China,GYU,WUH,947,133,China Southern Airlines
GZG,Ganzi,China,GZG,TFU,492,70,Sichuan Airlines
GZP,Gazipasa,Turkiye,GZP,IST,631,95,Turkish Airlines
GZP,Gazipasa,Turkiye,GZP,SAW,573,80,Pegasus
GZP,Gazipasa,Turkiye,GZP,ESB,427,70,FlyViking
GZT,Gaziantep,Turkiye,GZT,IST,893,115,Turkish Airlines
GZT,Gaziantep,Turkiye,GZT,SAW,833,105,"Pegasus, FlyViking"
GZT,Gaziantep,Turkiye,GZT,ESB,525,70,FlyViking
GZT,Gaziantep,Turkiye,GZT,ADB,923,110,SunExpress
GZT,Gaziantep,Turkiye,GZT,AYT,594,90,SunExpress
GZT,Gaziantep,Turkiye,GZT,ECN,409,60,Pegasus
GZT,Gaziantep,Turkiye,GZT,TZX,491,70,Pegasus
GZT,Gaziantep,Turkiye,GZT,JED,1701,240,Saudia
HAC,Hachijo Jima,Japan,HAC,HND,270,60,ANA
HAK,Haikou,China,HAK,CAN,482,80,"9 Air Co, China Southern Airlines, Hainan Airlines, Shenzhen Airlines"
HAK,Haikou,China,HAK,SZX,458,75,"China Southern Airlines, Donghai Airlines, Hainan Airlines, Shenzhen Airlines"
HAK,Haikou,China,HAK,CSX,956,125,"China Southern Airlines, Tianjin Airlines, Hainan Airlines, Beijing Capital Airlines, Xiamen Airlines, Shandong Airlines, Donghai Airlines, 9 Air Co"
HAK,Haikou,China,HAK,CGO,1651,175,"China Southern Airlines, Tianjin Airlines, Hainan Airlines, Beijing Capital Airlines, West Air (China), Shandong Airlines, Suparna Airlines, Shenzhen Airlines, Fuzhou Airlines"
HAK,Haikou,China,HAK,WUH,1258,140,"Air China, China Southern Airlines, Tianjin Airlines, Hainan Airlines, Beijing Capital Airlines, China Eastern Airlines"
HAK,Haikou,China,HAK,PEK,2308,225,"Air China, Hainan Airlines"
HAK,Haikou,China,HAK,CKG,1150,135,"Sichuan Airlines, Air China, China Southern Airlines, Tianjin Airlines, Hainan Airlines, West Air (China), Chongqing Airlines"
HAK,Haikou,China,HAK,PVG,1683,175,"Air China, China Southern Airlines, Shanghai Airlines, Juneyao Airlines, Hainan Airlines, China Eastern Airlines, Suparna Airlines"
HAK,Haikou,China,HAK,HGH,1519,155,"Air China, China Southern Airlines, Chengdu Airlines, Tianjin Airlines, Hainan Airlines, Beijing Capital Airlines, Xiamen Airlines, Loong Air"
HAK,Haikou,China,HAK,KMG,962,130,"Lucky Air, China Southern Airlines, Tianjin Airlines, Hainan Airlines, Kunming Airlines"
HAK,Haikou,China,HAK,KWE,822,115,"China Southern Airlines, Tianjin Airlines, Hainan Airlines, Beijing Capital Airlines, Air Guilin"
HAK,Haikou,China,HAK,TFU,1299,140,"Lucky Air, Air China, Chengdu Airlines, China Eastern Airlines, Hainan Airlines, Beijing Capital Airlines, China Southern Airlines, Sichuan Airlines"
HAK,Haikou,China,HAK,XIY,1615,180,"Tianjin Airlines, Hainan Airlines, China Eastern Airlines, Air Changan, China Southern Airlines"
HAK,Haikou,China,HAK,PKX,2243,225,"China Southern Airlines, Xiamen Airlines, China Eastern Airlines, Beijing Capital Airlines, Air China, China United Airlines"
HAK,Haikou,China,HAK,NNG,380,73,"Okay Airways, China Southern Airlines, Guangxi Beibu Gulf Airlines, Hainan Airlines, Tianjin Airlines, Shenzhen Airlines, Sichuan Airlines"
HAK,Haikou,China,HAK,ZUH,380,65,"China Southern Airlines, Donghai Airlines, Guangxi Beibu Gulf Airlines, Hainan Airlines, Tianjin Airlines, Shandong Airlines"
HAK,Haikou,China,HAK,NKG,1554,175,"China Southern Airlines, Tianjin Airlines, Hainan Airlines, Beijing Capital Airlines, Qingdao Airlines, Juneyao Airlines"
HAK,Haikou,China,HAK,XMN,941,118,"China Southern Airlines, Hainan Airlines, Xiamen Airlines, Tianjin Airlines, Beijing Capital Airlines"
HAK,Haikou,China,HAK,SHA,1656,175,"Shanghai Airlines, Juneyao Airlines, Hainan Airlines, China Eastern Airlines"
HAK,Haikou,China,HAK,KWL,586,80,"Air Guilin, Beijing Capital Airlines, Qingdao Airlines, Shandong Airlines"
HAK,Haikou,China,HAK,HKG,447,90,"Hong Kong Airlines, Cathay Pacific, Hainan Airlines, Asia Atlantic Airlines"
HAK,Haikou,China,HAK,KHN,1132,125,"Donghai Airlines, Tianjin Airlines, Hainan Airlines, Jiangxi Airlines, Shenzhen Airlines, China Eastern Airlines, Shandong Airlines"
HAK,Haikou,China,HAK,SWA,742,95,"China Southern Airlines, Tianjin Airlines, Hainan Airlines, Air Guilin"
HAK,Haikou,China,HAK,NGB,1559,155,"Shandong Airlines, Hainan Airlines, Spring Airlines"
HAK,Haikou,China,HAK,TNA,1987,190,"Beijing Capital Airlines, Shandong Airlines, Hainan Airlines, Tianjin Airlines"
HAK,Haikou,China,HAK,JJN,995,110,"Xiamen Airlines, Beijing Capital Airlines, Guangxi Beibu Gulf Airlines, Shenzhen Airlines"
HAK,Haikou,China,HAK,FOC,1154,135,"Fuzhou Airlines, Xiamen Airlines, Hainan Airlines, Beijing Capital Airlines"
HAK,Haikou,China,HAK,SJW,2074,200,"Beijing Capital Airlines, Hebei Airlines"
HAK,Haikou,China,HAK,TSN,2228,215,"Sichuan Airlines, Air China, Tianjin Airlines"
HAK,Haikou,China,HAK,CTU,1348,140,"Sichuan Airlines, Air China"
HAK,Haikou,China,HAK,TYN,1986,190,"Hainan Airlines, China Eastern Airlines, Beijing Capital Airlines, Shandong Airlines"
HAK,Haikou,China,HAK,BKK,1243,145,"Hainan Airlines, Sichuan Airlines"
HAK,Haikou,China,HAK,SIN,2172,210,"Jetstar Asia, Scoot, Hainan Airlines"
HAK,Haikou,China,HAK,CZX,1620,180,"Shenzhen Airlines, Sichuan Airlines, Qingdao Airlines"
HAK,Haikou,China,HAK,DYG,1015,130,"Air Guilin, 9 Air Co"
HAK,Haikou,China,HAK,TAO,2048,210,"China Southern Airlines, Beijing Capital Airlines, China Eastern Airlines"
HAK,Haikou,China,HAK,XFN,1365,150,Loong Air
HAK,Haikou,China,HAK,XUZ,1714,175,"Loong Air, Air Guilin"
HAK,Haikou,China,HAK,FUG,1524,163,Guangxi Beibu Gulf Airlines
HAK,Haikou,China,HAK,HFE,1485,165,"Hainan Airlines, Beijing Capital Airlines, West Air (China)"
HAK,Haikou,China,HAK,HNY,783,110,Hainan Airlines
HAK,Haikou,China,HAK,HUZ,550,90,"Tianjin Airlines, Air Changan"
HAK,Haikou,China,HAK,LZO,1126,135,Guangxi Beibu Gulf Airlines
HAK,Haikou,China,HAK,JGS,882,118,Shanghai Airlines
HAK,Haikou,China,HAK,KOW,790,90,Lucky Air
HAK,Haikou,China,HAK,LYA,1651,163,Guangxi Beibu Gulf Airlines
HAK,Haikou,China,HAK,LYG,1821,183,"Chengdu Airlines, 9 Air Co"
HAK,Haikou,China,HAK,LZH,485,75,Gestair
HAK,Haikou,China,HAK,BAR,88,60,Hainan Airlines
HAK,Haikou,China,HAK,MIG,1395,160,"Urumqi Airlines, China Southern Airlines"
HAK,Haikou,China,HAK,HCZ,689,110,Beijing Capital Airlines
